name,min_stock_amount,location_id,product_group_id,sub,Description
Pâtes (Orecchiette),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (Tortellini),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (Pappardelle),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (cannelloni),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (alphabet),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (conchiglioni),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (fettuccine),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (orzo),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Pâtes (perles),0,Placard,Féculents & céréales & légumineuses,Pâtes sèches,
Ravioli,0,Placard,Féculents & céréales & légumineuses,,
Gnocchi,0,Placard,Féculents & céréales & légumineuses,,
Nouilles chinoises,1000,Placard,Féculents & céréales & légumineuses,,
Nouilles de riz,0,Placard,Féculents & céréales & légumineuses,,
Udon,0,Placard,Féculents & céréales & légumineuses,,
Vermicelle de riz,0,Placard,Féculents & céréales & légumineuses,,
Quinoa,0,Placard,Féculents & céréales & légumineuses,,
Semoule,1000,Placard,Féculents & céréales & légumineuses,,
Flocon d'avoine,1500,Placard,Féculents & céréales & légumineuses,,
Lentilles,0,Placard,Féculents & céréales & légumineuses,,
Lentilles corail,0,Placard,Féculents & céréales & légumineuses,,
Haricots rouges,500,Placard,Féculents & céréales & légumineuses,,
Haricots noirs,0,Placard,Féculents & céréales & légumineuses,,
Haricots blanc,400,Placard,Féculents & céréales & légumineuses,,
Haricots blanc avec sauce,1200,Placard,Féculents & céréales & légumineuses,,
Pois chiches,400,Placard,Féculents & céréales & légumineuses,,
Tortillas,8,Placard,Féculents & céréales & légumineuses,,
Céréales petit-déjeuner,0,Placard,Féculents & céréales & légumineuses,,
Chapelure,400,Placard,Féculents & céréales & légumineuses,,
Polenta,1,Placard,Féculents & céréales & légumineuses,,
Boulgour,0,Placard,Féculents & céréales & légumineuses,,
Feuille de lasages,0,Placard,Féculents & céréales & légumineuses,,
Feuille de riz,0,Placard,Féculents & céréales & légumineuses,,
Taboulé,0,Placard,Féculents & céréales & légumineuses,,

Tomate,0,Frigo,Légumes,,
Tomate (chair),0,Frigo,Légumes,,
Tomate (purée),1,Frigo,Légumes,,
Tomate (pelée),0,Frigo,Légumes,,
Tomate (pulpe),1,Frigo,Légumes,,
Tomate (cerises),0,Frigo,Légumes,,
Tomate (concassées),0,Frigo,Légumes,,
Tomates séchées,1,Frigo,Légumes,,
Carottes,0,Frigo,Légumes,,
Pommes de terre,0,Placard,Légumes,,
Patate douce,0,Placard,Légumes,,
Oignon jaune,150,Congelateur,Légumes,,
Oignon blanc,0,Congelateur,Légumes,,
Oignon rouge,0,Congelateur,Légumes,,
Oignon nouveau,0,Congelateur,Légumes,,
Oignon frits,0,Congelateur,Légumes,,
Ail,150,Congelateur,Légumes,,
Échalote,0,Congelateur,Légumes,,
Poivrons,600,Congelateur,Légumes,,
Poivron jaune,0,Congelateur,Légumes,Poivrons,
Poivron rouge,0,Congelateur,Légumes,Poivrons,
Poivron vert,0,Congelateur,Légumes,Poivrons,
Poivrons grillés,0,Congelateur,Légumes,,
Courge,0,Frigo,Légumes,,
Courgettes,0,Frigo,Légumes,,
Aubergine,0,Frigo,Légumes,,
Concombres,0,Frigo,Légumes,,
Salade,0,Frigo,Légumes,,
Salade (mâche),0,Frigo,Légumes,Salade,
Salade (laitue),0,Frigo,Légumes,Salade,
Salade (roquette),0,Frigo,Légumes,Salade,
Salade (mélange mâche-roquette),0,Frigo,Légumes,Salade,
Épinards,0,Congelateur,Légumes,,
Brocoli,0,Frigo,Légumes,,
Champignons,600,Congelateur,Légumes,,
Champignons bruns,600,Congelateur,Légumes,,
Champignon noir,600,Congelateur,Légumes,,
Radis,0,Frigo,Légumes,,
Céleris,0,Frigo,Légumes,,
Poireaux,0,Congelateur,Légumes,,
Haricots verts,1000,Congelateur,Légumes,,
Maïs,500,Bibliotheque,Légumes,,
Soupe,600,Bibliotheque,Légumes,,
Soupe aux légumes,0,Bibliotheque,Légumes,Soupe,
Soupe poireaux,0,Bibliotheque,Légumes,Soupe,
Soupe de tomate,0,Bibliotheque,Légumes,Soupe,
Soupe au potimarron,0,Bibliotheque,Légumes,Soupe,
Gazpacho,0,Bibliotheque,Légumes,,
Petits pois,1000,Congelateur,Légumes,,
Petits pois carottes,0,Congelateur,Légumes,,
Fèves,0,Congelateur,Légumes,,
Artichauts,0,Frigo,Légumes,,
Asperges blanches,0,Frigo,Légumes,,
Asperges vertes,0,Frigo,Légumes,,
Betteraves,0,Frigo,Légumes,,
Navets,0,Frigo,Légumes,,
Chou blanc,0,Frigo,Légumes,,
Chou chinois,0,Frigo,Légumes,,
Chou de Bruxelles,0,Frigo,Légumes,,
Chou kale,0,Frigo,Légumes,,
Chou rouge,0,Frigo,Légumes,,
Chou-fleur,0,Frigo,Légumes,,
Bok Choy,0,Frigo,Légumes,,
Citrouille,0,Frigo,Légumes,,
Coleslaw,0,Frigo,Légumes,,
Cébette,0,Frigo,Légumes,,
Endives,0,Frigo,Légumes,,
Fenouil,0,Frigo,Légumes,,
Légumes pour couscous,2,Frigo,Légumes,,
Macédoine de légumes,0,Frigo,Légumes,,
Navet,0,Frigo,Légumes,,
Pak choi,0,Frigo,Légumes,,
Panais,0,Frigo,Légumes,,
Papaye,0,Frigo,Légumes,,
Potimarron,0,Frigo,Légumes,,
Potiron,0,Frigo,Légumes,,
Pousses de haricots mungo,0,Frigo,Légumes,,
Ratatouille,2,Frigo,Légumes,,
Rhubarbe,0,Frigo,Légumes,,

Pomme (frais),4,Placard,Fruits,,
Banane (frais),6,Placard,Fruits,,
Banane (surgelés),0,Congelateur,Fruits,,
Orange (frais),0,Placard,Fruits,,
Orange sanguine (frais),0,Placard,Fruits,,
Mandarine (frais),0,Placard,Fruits,,
Clémentine (frais),0,Placard,Fruits,,
Citron jaune (frais),4,Placard,Fruits,,
Citron vert (frais),0,Placard,Fruits,,
Poire (frais),0,Placard,Fruits,,
Poire (surgelés),0,Congelateur,Fruits,,
Kiwi vert (frais),0,Placard,Fruits,,
Kiwi jaune (frais),0,Placard,Fruits,,
Fraise (frais),0,Placard,Fruits,,
Fraise (surgelés),0,Congelateur,Fruits,,
Framboises (frais),0,Placard,Fruits,,
Framboises (surgelés),0,Congelateur,Fruits,,
Fruit de la passion,0,Placard,Fruits,,
Fruits rouges,0,Congelateur,Fruits,,
Raisin blanc (frais),0,Placard,Fruits,,
Raisin noir (frais),0,Placard,Fruits,,
Raisin (secs),0,Placard,Fruits,,
Pêche (frais),0,Placard,Fruits,,
Pêche (surgelés),0,Congelateur,Fruits,,
Abricot (frais),0,Placard,Fruits,,
Abricot (surgelés),0,Congelateur,Fruits,,
Mangue (frais),0,Placard,Fruits,,
Mangue (surgelés),0,Congelateur,Fruits,,
Melon (frais),0,Placard,Fruits,,
Melon jaune (frais),0,Placard,Fruits,,
Melon vert (frais),0,Placard,Fruits,,
Pastèque (frais),0,Placard,Fruits,,
Pastèque (surgelés),0,Congelateur,Fruits,,
Avocat (frais),0,Placard,Fruits,,
Avocat (surgelés),0,Congelateur,Fruits,,
Ananas (frais),0,Placard,Fruits,,
Ananas (surgelés),0,Congelateur,Fruits,,
Myrtilles (frais),0,Placard,Fruits,,
Myrtilles (surgelés),0,Congelateur,Fruits,,
Cerises (frais),0,Placard,Fruits,,
Cerises (surgelés),0,Congelateur,Fruits,,
Salade de fruit (conserve),850,Placard,Fruits,,
Salade de fruit (frais),0,Frigo,Fruits,,
Figue (frais),0,Placard,Fruits,,
Kaki (frais),0,Placard,Fruits,,
Litchi (frais),0,Placard,Fruits,,
Mirabelle (frais),0,Placard,Fruits,,
Mûre (frais),0,Placard,Fruits,,
Nectarine (frais),0,Placard,Fruits,,
Pamplemousse (frais),0,Placard,Fruits,,
Prune (frais),0,Placard,Fruits,,
Pruneau (frais),0,Placard,Fruits,,

Caramel,0,Placard,Confiseries et douceurs,,
Chocolat noir,300,Placard,Confiseries et douceurs,,
Chocolat blanc,0,Placard,Confiseries et douceurs,,
Chocolat lait,0,Placard,Confiseries et douceurs,,
Chocolat fourré,0,Placard,Confiseries et douceurs,,
Pépites de chocolat,0,Placard,Confiseries et douceurs,,
Pépites de chocolat au lait,0,Placard,Confiseries et douceurs,,
Bonbons,0,Placard,Confiseries et douceurs,,
Chantilly,0,Frigo,Confiseries et douceurs,,

Vin mousseux,1,Placard,Boissons alcoolisées,,
Crémant,0,Placard,Boissons alcoolisées,Vin mousseux,
Prosecco,0,Placard,Boissons alcoolisées,Vin mousseux,
Vin rosé,1,Placard,Boissons alcoolisées,,
Vin blanc,1,Placard,Boissons alcoolisées,,
Vin de cuisine,3,Placard,Boissons alcoolisées,,
Vin rouge premium,0,Placard,Boissons alcoolisées,,
Vin rouge cheep,2,Placard,Boissons alcoolisées,,
Bière,6,Placard,Boissons alcoolisées,,
Bière ambrée,0,Placard,Boissons alcoolisées,Bière,
Bière blonde,6,Placard,Boissons alcoolisées,Bière,
Bière brune,6,Placard,Boissons alcoolisées,Bière,
Bière IPA,6,Placard,Boissons alcoolisées,Bière,
Bière rouge,6,Placard,Boissons alcoolisées,,
Cidre,1,Placard,Boissons alcoolisées,,
Pastis,0,Placard,Boissons alcoolisées,,
Spiritueux,2,Placard,Boissons alcoolisées,,
Armagnac,0,Placard,Boissons alcoolisées,Spiritueux,
Whisky,0,Placard,Boissons alcoolisées,Spiritueux,
Rhum (ambré),1,Placard,Boissons alcoolisées,Spiritueux,
Rhum (blanc),1,Placard,Boissons alcoolisées,Spiritueux,
Champagne,0,Placard,Boissons alcoolisées,Spiritueux,
Cognac,0,Placard,Boissons alcoolisées,Spiritueux,
Cointreau,0,Placard,Boissons alcoolisées,Spiritueux,
Get 27,0,Placard,Boissons alcoolisées,Spiritueux,
Gin,1,Placard,Boissons alcoolisées,Spiritueux,
Martini,0,Placard,Boissons alcoolisées,Spiritueux,
Porto,0,Placard,Boissons alcoolisées,Spiritueux,
Sake,0,Placard,Boissons alcoolisées,Spiritueux,
Tequila,0,Placard,Boissons alcoolisées,Spiritueux,
Vodka,1,Placard,Boissons alcoolisées,Spiritueux,

Sodas Vincent,8,Placard,Boissons,,
Sodas Léa,4,Placard,Boissons,,
Coca,8,Placard,Boissons,Sodas Vincent,
Schweppes agrume,0,Placard,Boissons,Sodas Léa,
Fanta citron,0,Placard,Boissons,Sodas Léa,
Orangina rouge,0,Placard,Boissons,Sodas Léa,
Sprite,0,Placard,Boissons,Sodas Léa,
Seven Up,0,Placard,Boissons,Sodas Léa,
Limonade,0,Placard,Boissons,,
Tonic,2000,Placard,Boissons,,
Jus de multi-fruits,2000,Placard,Boissons,,
Jus de citron,50,Placard,Boissons,,
Jus de citron vert,0,Placard,Boissons,,
Jus d'abricot,0,Placard,Boissons,,
Jus d'ananas,0,Placard,Boissons,,
Jus d'orange,0,Placard,Boissons,,
Jus de banane,0,Placard,Boissons,,
Jus de clémentine,0,Placard,Boissons,,
Jus de cranberry,0,Placard,Boissons,,
Jus de goyave,0,Placard,Boissons,,
Jus de grenade,0,Placard,Boissons,,
Jus de mangue,0,Placard,Boissons,,
Jus de pamplemousse,0,Placard,Boissons,,
Jus de pomme,0,Placard,Boissons,,
Jus de pêche,0,Placard,Boissons,,
Jus de tomate,0,Placard,Boissons,,
Eau,2000,Placard,Boissons,,
Glaçons,8,Placard,Boissons,,
Eau gazeuse,250,Placard,Boissons,,
Café grain,1000,Placard,Boissons,,
Café capsule,100,Placard,Boissons,,
Thés,0,Placard,Boissons,,
Infusions,0,Placard,Boissons,,
Boisson végétale,0,Placard,Boissons,,
Boisson amande,0,Placard,Boissons,Boisson végétale,
Boisson noisette,0,Placard,Boissons,Boisson végétale,
Boisson coco,0,Placard,Boissons,Boisson végétale,
Boisson de riz,0,Placard,Boissons,Boisson végétale,
Boisson soja,0,Placard,Boissons,Boisson végétale,

Sirop Léa,1,Placard,Sirop & concentrés,,
Sirop de fraise,0,Placard,Sirop & concentrés,Sirop Léa,
Sirop de grenadine,0,Placard,Sirop & concentrés,Sirop Léa,
Sirop de pêche,0,Placard,Sirop & concentrés,Sirop Léa,
Sirop de ice-tea,0,Placard,Sirop & concentrés,Sirop Léa,
Sirop d'agave,0,Placard,Sirop & concentrés,,
Sirop d'orgeat,0,Placard,Sirop & concentrés,,
Sirop de framboise,0,Placard,Sirop & concentrés,,
Sirop de glucose,0,Placard,Sirop & concentrés,,
Sirop de menthe,0,Placard,Sirop & concentrés,,
Sirop de mûre,0,Placard,Sirop & concentrés,,
Sirop d'érable,0,Placard,Sirop & concentrés,,
Sirop de sucre de canne,0,Placard,Sirop & concentrés,,

Bicarbonate de soude,1,Placard,Entretien & maison,,
Gants en latex,1,Placard,Entretien & maison,,
Papier aluminium,2,Placard,Entretien & maison,,
Papier cuisson,2,Placard,Entretien & maison,,
Film alimentaire,2,Placard,Entretien & maison,,
Vinaigre blanc (entretien),2,Placard,Entretien & maison,,

Croquettes,1,Placard,Croquettes,,
